ais_event_id,vessel_id,mmsi,vessel_name,vessel_type,vessel_group,is_military,flag_country,timestamp_utc,latitude,longitude,speed_knots,course_deg,course_change_deg,ais_status,ais_gap_minutes,maritime_zone,zone_risk_level,sensitive_zone_name,sensitive_zone_distance_km,near_sensitive_zone,nearest_vessel_distance_nm,nearby_vessel_count,route_pattern,signal_quality,behavior_label,behavior_flags,simulation_seed
AIS-0034-02,VES-0034,364355651,NORD-684,Navire civil,civil,False,Panama,2026-05-13T06:15:02.980501+00:00,25.89202,56.1748,8.06,36.0,18.2,Actif,0,Détroit d'Ormuz,Critical,Détroit d'Ormuz,21.2,True,4.82,0,approche portuaire,0.71,normal,aucun,20260513
AIS-0068-03,VES-0068,719331344,MN-513,Corvette,combat,True,France,2026-05-13T06:19:32.308377+00:00,18.65606,37.54005,23.69,253.0,8.4,Actif,0,Mer Rouge,High,Mer Rouge,154.57,False,11.52,0,transit regulier,0.797,normal,aucun,20260513
AIS-0074-03,VES-0074,696998321,MN-584,Croiseur,combat_strategique,True,Liberia,2026-05-13T06:21:05.235085+00:00,24.88295,120.80578,18.5,154.4,10.4,Interrompu,180,Détroit de Taïwan,Critical,Détroit de Taïwan,28.25,True,14.74,1,coupure AIS,0.586,suspect,coupure AIS,20260513
AIS-0074-05,VES-0074,696998321,MN-584,Croiseur,combat_strategique,True,Liberia,2026-05-13T06:39:05.235085+00:00,24.69091,120.91123,14.77,161.7,17.2,Interrompu,240,Détroit de Taïwan,Critical,Détroit de Taïwan,9.02,True,24.59,0,reapparition tardive,0.58,suspect,coupure AIS,20260513
AIS-0068-04,VES-0068,719331344,MN-513,Corvette,combat,True,France,2026-05-13T06:39:32.308377+00:00,18.63848,37.47802,19.55,270.7,5.5,Actif,0,Mer Rouge,High,Mer Rouge,161.29,False,27.65,0,transit regulier,0.99,normal,aucun,20260513
AIS-0054-02,VES-0054,666240177,MN-271,Croiseur,combat_strategique,True,France,2026-05-13T06:47:38.970870+00:00,42.42881,33.83104,18.73,7.3,11.8,Actif,0,Mer Noire,High,Mer Noire,242.9,False,20.53,2,transit regulier,0.867,normal,aucun,20260513
AIS-0069-05,VES-0069,539833389,ATL-295,Cargo,civil,False,France,2026-05-13T06:48:42.657228+00:00,33.90152,31.48745,10.01,258.4,16.4,Actif,0,Méditerranée orientale,High,Méditerranée orientale,192.39,False,15.95,0,transit regulier,0.782,normal,aucun,20260513
AIS-0060-05,VES-0060,730549426,TRADE-816,Porte-conteneurs,civil,False,Panama,2026-05-13T06:53:36.813618+00:00,19.59754,39.02779,13.34,356.5,7.5,Actif,0,Mer Rouge,High,Mer Rouge,88.73,False,9.45,0,transit regulier,0.733,normal,aucun,20260513
AIS-0074-04,VES-0074,696998321,MN-584,Croiseur,combat_strategique,True,Liberia,2026-05-13T06:54:05.235085+00:00,24.86643,120.84369,18.42,196.3,17.1,Interrompu,240,Détroit de Taïwan,Critical,Détroit de Taïwan,24.32,True,22.91,1,reapparition tardive,0.438,suspect,coupure AIS,20260513
AIS-0068-05,VES-0068,719331344,MN-513,Corvette,combat,True,France,2026-05-13T06:59:32.308377+00:00,18.58893,37.22185,15.61,317.9,31.5,Actif,0,Mer Rouge,High,Mer Rouge,188.75,False,12.83,1,approche portuaire,0.575,normal,aucun,20260513
AIS-0060-03,VES-0060,730549426,TRADE-816,Porte-conteneurs,civil,False,Panama,2026-05-13T07:01:36.813618+00:00,19.44485,39.29071,14.94,307.2,14.7,Actif,0,Mer Rouge,High,Mer Rouge,77.94,False,23.8,2,approche portuaire,0.867,normal,aucun,20260513
AIS-0054-04,VES-0054,666240177,MN-271,Croiseur,combat_strategique,True,France,2026-05-13T07:02:38.970870+00:00,42.41232,33.84227,18.7,26.7,18.9,Actif,0,Mer Noire,High,Mer Noire,244.82,False,14.72,2,transit regulier,0.78,normal,aucun,20260513
AIS-0041-04,VES-0041,334472357,OCEAN-852,Cargo,civil,False,Norway,2026-05-13T07:05:24.772159+00:00,34.43902,33.17472,1.87,140.3,10.4,Actif,0,Méditerranée orientale,High,Méditerranée orientale,51.31,True,0.79,5,rendez-vous probable,0.75,suspect,proximite zone sensible; proximite autre navire; stationnement lent,20260513
AIS-0021-05,VES-0021,593777293,OCEAN-224,Porte-conteneurs,civil,False,China,2026-05-13T07:13:50.269918+00:00,20.70719,38.73222,10.78,48.1,26.5,Interrompu,120,Mer Rouge,High,Mer Rouge,213.91,False,16.44,0,coupure AIS,0.433,suspect,coupure AIS,20260513
AIS-0041-05,VES-0041,334472357,OCEAN-852,Cargo,civil,False,Norway,2026-05-13T07:16:24.772159+00:00,34.61804,32.98299,25.46,150.5,24.6,Actif,0,Méditerranée orientale,High,Méditerranée orientale,37.09,True,2.06,4,variation de cap,0.906,suspect,proximite zone sensible; vitesse atypique,20260513
AIS-0060-04,VES-0060,730549426,TRADE-816,Porte-conteneurs,civil,False,Panama,2026-05-13T07:43:36.813618+00:00,19.54538,39.10492,10.31,326.8,1.3,Actif,0,Mer Rouge,High,Mer Rouge,83.61,False,6.53,0,transit regulier,0.913,normal,aucun,20260513
AIS-0034-04,VES-0034,364355651,NORD-684,Navire civil,civil,False,Panama,2026-05-13T07:49:02.980501+00:00,26.03429,56.36528,16.95,66.2,25.6,Actif,0,Détroit d'Ormuz,Critical,Détroit d'Ormuz,36.7,True,10.97,1,approche portuaire,0.961,normal,aucun,20260513
AIS-0059-05,VES-0059,636068708,NORD-351,Pétrolier,civil,False,Turkey,2026-05-13T07:52:50.856142+00:00,34.58686,32.81527,11.86,236.6,29.6,Actif,0,Méditerranée orientale,High,Méditerranée orientale,49.48,True,4.37,0,transit regulier,0.99,normal,aucun,20260513
AIS-0066-04,VES-0066,365778842,OCEAN-685,Cargo,civil,False,Panama,2026-05-13T07:53:24.878896+00:00,44.86131,32.82225,10.76,308.8,10.6,Actif,0,Mer Noire,High,Mer Noire,60.91,False,5.93,1,transit regulier,0.749,normal,aucun,20260513
AIS-0054-05,VES-0054,666240177,MN-271,Croiseur,combat_strategique,True,France,2026-05-13T07:56:38.970870+00:00,42.64582,34.03764,19.13,17.0,3.0,Actif,0,Mer Noire,High,Mer Noire,221.56,False,22.89,1,approche portuaire,0.899,normal,aucun,20260513
AIS-0034-03,VES-0034,364355651,NORD-684,Navire civil,civil,False,Panama,2026-05-13T08:12:02.980501+00:00,25.95229,56.25273,6.18,79.5,12.4,Actif,0,Détroit d'Ormuz,Critical,Détroit d'Ormuz,25.81,True,13.28,0,transit regulier,0.938,normal,aucun,20260513
AIS-0054-03,VES-0054,666240177,MN-271,Croiseur,combat_strategique,True,France,2026-05-13T08:38:38.970870+00:00,42.41586,33.82095,24.94,49.5,15.9,Actif,0,Mer Noire,High,Mer Noire,244.24,False,3.53,0,patrouille declaree,0.893,normal,aucun,20260513
AIS-0066-05,VES-0066,365778842,OCEAN-685,Cargo,civil,False,Panama,2026-05-13T08:51:24.878896+00:00,44.84722,32.8225,13.83,341.6,21.4,Actif,0,Mer Noire,High,Mer Noire,60.17,False,22.43,2,transit regulier,0.644,normal,aucun,20260513
AIS-0038-05,VES-0038,323260499,NORD-494,Pétrolier,civil,False,Singapore,2026-05-13T10:02:50.148762+00:00,35.5991,32.32258,9.07,298.1,30.3,Actif,0,Méditerranée orientale,High,Méditerranée orientale,111.31,False,20.61,2,approche portuaire,0.99,normal,aucun,20260513
AIS-0034-05,VES-0034,364355651,NORD-684,Navire civil,civil,False,Panama,2026-05-13T11:06:02.980501+00:00,25.92433,56.19502,6.36,27.7,28.5,Actif,0,Détroit d'Ormuz,Critical,Détroit d'Ormuz,21.24,True,25.91,1,approche portuaire,0.791,normal,aucun,20260513
